146.6953,-37.7889,2018,3,29,0.4,13.8,11,0,38
146.8259,-37.4595,2018,4,4,1.1,14.91,9,5,51
146.4547,-37.9223,2018,4,24,0.6,12.42,2,5,45
146.6424,-37.4539,2018,4,26,0.5,10,13,52,43
146.4294,-37.861,2018,5,31,0.3,12.03,17,32,39
146.5392,-37.9174,2018,6,2,1,14.12,23,21,52
146.3905,-37.8429,2018,6,6,0.4,15.6,9,25,1
146.7218,-37.8399,2018,6,15,0.3,5,6,36,43
146.3671,-37.8898,2018,7,5,0.2,20.1,20,20,51
146.8827,-37.6705,2018,7,11,0.4,17.81,17,34,4
146.2979,-37.7422,2018,7,12,0.4,5,9,15,19
146.7062,-37.1523,2018,7,13,0.6,6.09,14,15,5
146.0415,-37.3621,2018,8,18,1.3,7.45,2,22,11
146.5411,-37.816,2018,8,20,0.5,12.22,7,4,23
146.9057,-37.3179,2018,9,4,0.8,7,6,50,21
146.9184,-37.3524,2018,9,4,1,6.64,6,50,29
146.3853,-37.1196,2018,10,8,1.6,11.22,18,42,5
146.0514,-37.3553,2018,10,14,2.3,7.27,21,2,32
145.9627,-37.3793,2018,10,14,0.9,15.3,21,4,29
146.0316,-37.3632,2018,10,14,1.1,4.44,21,14,42
146.4409,-37.8582,2018,11,3,0.8,11.64,7,37,46
146.5517,-37.8727,2018,11,17,0.2,7.52,21,58,15
146.8023,-37.431,2018,11,27,1,13.51,11,26,4
146.8137,-37.4442,2018,11,27,0.7,13.5,11,28,13
146.3743,-37.9031,2018,11,28,0.2,15.86,10,47,49
146.2594,-37.9385,2018,12,9,0.2,8.85,17,35,15
146.8112,-37.3363,2018,12,17,1.1,20.03,10,32,7
146.8298,-37.3439,2018,12,17,0.7,15,10,32,34
146.5325,-37.2929,2018,12,26,0.6,8.28,15,17,47
146.6154,-37.3321,2019,1,4,1.7,9.33,3,26,10
146.8506,-37.7391,2019,1,5,0.7,10,1,50,56
146.5045,-37.8589,2019,1,21,0.8,17.29,15,51,41
146.4882,-37.8546,2019,1,21,0.2,17.54,15,52,39
146.9073,-37.4365,2019,1,30,1.1,12.57,3,28,11
